Observation,Data_Marking,Statistical_Unit_Eng,Statistical_Unit_Cym,Measure_Type_Eng,Measure_Type_Cym,Oberservation_Type,Empty,Obs_Type_Value,Unit_Multiplyer,Unit_Of_Measure_Eng,Unit_Of_Measure_Cym,Confidentuality,Empty1,Geographic_Area,Empty2,Empty3,Time_Dim_Item_ID,Time_Dim_Item_Label_Eng,Time_Dim_Item_Label_Cym,Time_Type,Empty4,Statistical_Population_ID,Statistical_Population_Label_Eng,Statistical_Population_Label_Cym,CDID,CDIDDescrip,Empty5,Empty6,Empty7,Empty8,Empty9,Empty10,Empty11,Empty12,Dim_ID_1,Dimention_Label_Eng_1,Dimention_Label_Cym_1,Dim_Item_ID_1,Dimention_Item_Label_Eng_Male,Dimention_Item_Label_Cym_1,Is_Total_1,Is_Sub_Total_1,Dim_ID_2,Dimention_Label_Eng_2,Dimention_Label_Cym_2,Dim_Item_ID_2,Dimention_Item_Label_Eng_2,Dimention_Item_Label_Cym_2,Is_Total_2,Is_Sub_Total_2
115.4,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1925200,925200 Miscellaneous Services,,0,0,,,,,,,,
152.9,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1925300,925300 Medical Services,,0,0,,,,,,,,
139.8,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1931000,931000 Non-Seasonal Food,,0,0,,,,,,,,
93.3,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1932000,932000 Durables,,0,0,,,,,,,,
91.3,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1933000,933000 Semi-Durables,,0,0,,,,,,,,
126.3,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1934000,934000 Non-Durables,,0,0,,,,,,,,
153.5,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1935000,"935000 Energy, Food, Alcohol & Tobacco",,0,0,,,,,,,,
158.3,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1936000,936000 Energy & Non-processed Food,,0,0,,,,,,,,
162.9,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1937000,937000 Energy & Seasonal Food,,0,0,,,,,,,,
167.8,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1938000,"938000 Education, Health & Social Protection",,0,0,,,,,,,,
124.9,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1941000,941000 CPI excluding Energy,,0,0,,,,,,,,
121.1,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1942000,"942000 CPI excluding Energy, Food, Alcohol & Tobacco",,0,0,,,,,,,,
127.5,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1943000,943000 CPI excluding Seasonal Food,,0,0,,,,,,,,
124.3,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1944000,"944000 CPI excluding Liquid Fuels, Vehicle Fuels & Lubrication",,0,0,,,,,,,,
127.6,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1945000,945000 CPI excluding Energy & Seasonal Food,,0,0,,,,,,,,
124,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1946000,946000 CPI excluding Energy & Non-processed Food,,0,0,,,,,,,,
126.7,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1947000,947000 CPI excluding Alcohol & Tobacco,,0,0,,,,,,,,
124.6,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1948000,"948000 CPI excluding Housing, Water, Electricity, Gas &",,0,0,,,,,,,,
125.9,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1949000,"949000 CPI excluding Education, Health & Social Protection",,0,0,,,,,,,,
126.7,,,,,,,,,,,,,,,,,cpi201504,Apr-15,,Month,,,,,,,,,,,,,,,cpi1dim1aggid,Aggregate,,cpi1dim1951000,951000 CPI excluding tobacco,,0,0,,,,,,,,
*********,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
