Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4,Dimension_Hierarchy_5,Dimension_Name_5,Dimension_Value_5,Dimension_Hierarchy_6,Dimension_Name_6,Dimension_Value_6,Dimension_Hierarchy_7,Dimension_Name_7,Dimension_Value_7,Dimension_Hierarchy_8,Dimension_Name_8,Dimension_Value_8,Dimension_Hierarchy_9,Dimension_Name_9,Dimension_Value_9,Dimension_Hierarchy_10,Dimension_Name_10,Dimension_Value_10
357.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042570,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
84908.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042588,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
45722.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042554,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
48373.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042557,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
16421.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042571,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2917.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042572,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
19464.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042573,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
384.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042574,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
39186.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042575,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
29547.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042576,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
88957.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042577,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
30452.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042578,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
34254.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042579,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
24251.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042580,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
15146.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042589,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
5744.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042581,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4777.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042582,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
374.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042583,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4251.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042558,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
4625.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042590,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
10229.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042584,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
4685.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042591,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
339.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042585,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
2721.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042559,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
1625.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042560,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
4346.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042561,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
27502.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006408,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042586,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
95692.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042563,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
23859.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042564,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
20168.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042565,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
3691.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042567,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
696.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042568,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
413.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042569,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
283.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042570,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
86106.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042588,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
48513.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042554,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
50081.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042557,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0042605
15910.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042571,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
1619.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042572,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
19680.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042573,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
384.0,,,time,quarter,1995.Q1,2011STATH,Geographic_Hierarchy,K02000001,CL_0001577,Institutional Sector,CI_0042562,CL_0001554,Reference Area,CI_0036444,CL_0001552,Accounting Entry,CI_0006571,CL_0001578,"Stocks, Transactions, Other Flows",CI_0042574,CL_0001576,Prices,CI_0042552,CL_0001580,Expenditure by Function of Government,CI_0042556,CL_0001579,Unit of Measurement,CI_0042555,CL_0001575,Consolidation Status,CI_0036443
